Filename,var1,var2,var3,var4,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,39,0.980000,100.199,230.367,1208.891,1912.955,143.672,466.489,638.739,45.330,46.089,32.008,4.466,-16.802,46.089,15.378,7.550,-0.759,14.080,-0.759,29.952,37.780,21.268,44.002,41.189,37.178,40.988,34.207,36.122,2.813,4.011,3.014,9.795,7.880,19.261,17.673,16.231,16.162,16.138
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,40,0.990000,99.589,232.188,1249.351,1990.447,129.820,334.571,797.876,45.207,46.603,32.020,6.325,-16.392,46.603,15.116,6.242,-1.396,14.583,-1.396,30.091,38.965,22.718,43.829,41.135,36.889,40.683,31.487,37.025,2.694,4.246,3.146,12.342,6.804,14.155,23.494,23.069,22.928,22.872
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,41,1.000000,98.321,225.992,1285.411,1947.635,146.564,430.534,742.181,45.090,47.105,31.486,9.604,-16.077,47.105,15.817,9.031,-2.014,15.619,-2.014,29.273,36.060,25.682,43.803,42.469,36.771,42.326,34.822,37.995,1.334,5.698,1.477,8.981,5.809,17.928,21.915,21.509,21.356,21.307
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,42,1.010000,96.637,224.497,1271.457,1968.189,151.717,408.918,548.820,44.796,47.442,31.772,11.679,-5.907,47.442,17.161,11.517,-2.646,15.669,-2.646,27.634,33.279,17.587,43.574,43.098,36.820,42.956,35.694,38.683,0.476,6.277,0.618,7.880,4.890,12.271,19.574,19.267,19.139,19.109
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,43,1.020000,94.801,224.863,1208.982,1964.101,183.298,388.463,448.481,44.237,47.524,31.105,11.879,-9.257,47.524,16.237,11.865,-3.288,16.419,-3.288,27.999,32.372,21.136,43.244,44.304,35.638,44.297,33.488,38.208,-1.060,8.666,-1.053,9.756,5.036,10.695,19.702,18.096,17.928,17.899
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,44,1.030000,92.409,318.847,1188.470,1973.197,251.669,235.125,348.029,43.712,46.795,31.914,15.914,-9.171,36.204,24.882,15.845,-3.083,14.881,7.508,18.830,27.867,25.085,43.197,44.775,29.180,32.407,31.487,34.512,-1.578,15.595,10.790,11.710,8.685,11.964,19.255,14.836,14.572,14.555
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,45,1.040000,89.923,440.775,1221.144,2011.831,261.540,507.732,211.502,43.674,44.940,32.638,22.613,-16.315,32.492,21.569,22.417,-1.266,12.302,11.182,22.105,21.257,38.928,43.349,43.613,27.348,26.233,29.194,31.471,-0.264,16.265,17.116,14.155,11.878,11.273,12.861,9.845,9.597,9.579
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,46,1.050000,86.855,585.519,1454.317,2510.071,304.785,1165.554,323.930,42.942,43.127,31.020,16.300,-16.836,36.994,18.632,11.669,-0.185,12.107,5.948,24.310,31.273,33.136,42.764,42.402,27.950,29.874,28.965,21.828,0.362,14.452,12.890,13.799,20.936,14.370,11.139,7.677,7.358,7.289
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,47,1.060000,83.602,553.260,2080.463,3020.634,302.394,349.385,950.559,41.629,41.615,27.591,18.296,-8.013,33.681,19.221,16.187,0.013,14.025,7.948,22.408,25.442,26.309,41.454,40.903,24.587,27.196,24.484,32.321,0.550,16.316,14.257,16.969,9.133,11.309,12.256,8.155,7.800,7.623
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,48,1.070000,78.900,572.621,2113.674,2878.453,326.049,259.860,530.387,40.280,40.229,26.267,16.521,-19.741,29.964,17.636,12.138,0.051,13.962,10.316,22.645,28.143,36.262,40.137,39.648,23.841,23.754,19.791,20.260,0.489,15.806,16.383,20.346,19.877,16.502,10.010,6.063,5.821,5.729
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,49,1.080000,74.188,533.463,1951.357,2484.537,313.477,1089.767,329.808,39.665,39.243,27.486,16.413,-9.654,29.174,16.410,15.197,0.422,11.757,10.491,23.255,24.468,26.068,39.523,38.669,25.101,23.340,31.120,19.502,0.854,13.568,16.183,8.403,20.021,13.069,9.506,7.021,6.577,6.529
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,50,1.090000,69.445,448.787,1704.519,2260.457,296.580,1059.085,236.543,38.691,39.868,26.625,21.135,-12.234,27.698,16.386,21.135,-1.177,13.242,10.992,22.305,17.556,33.369,38.528,39.209,23.950,22.813,32.637,26.310,-0.681,15.259,15.714,5.891,12.218,7.949,9.867,7.728,7.189,7.105
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,51,1.100000,65.763,520.591,1844.330,2336.288,204.319,380.611,544.439,38.366,36.510,27.014,22.936,-9.723,24.386,22.927,19.716,1.855,9.496,13.980,15.439,18.650,32.659,38.230,35.957,24.645,15.218,29.324,26.558,2.272,11.313,23.012,8.906,11.671,11.575,6.670,5.079,4.692,4.505
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,52,1.110000,63.993,569.842,1914.171,2479.308,162.328,261.649,1188.917,36.633,35.060,26.285,23.011,-19.913,30.684,23.467,19.306,1.572,8.775,5.949,13.165,17.327,42.924,36.519,34.597,24.306,18.757,25.401,32.087,1.922,10.290,17.762,11.118,4.431,19.603,8.762,5.518,4.582,4.256
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,53,1.120000,60.693,588.646,1819.638,2384.502,228.154,260.944,391.267,37.028,38.016,29.901,30.165,-11.209,30.127,30.082,27.744,-0.987,8.114,6.901,6.946,9.284,41.374,36.935,37.639,28.324,20.593,30.793,30.786,-0.704,9.314,16.342,6.142,6.149,14.900,7.851,4.299,3.984,3.750
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,54,1.130000,55.752,614.870,1807.926,2379.149,177.231,250.426,463.682,28.453,26.989,26.904,16.270,-18.910,28.774,23.819,20.497,1.464,0.085,-0.320,4.634,7.956,35.180,28.377,26.681,25.623,16.677,23.389,24.458,1.696,1.058,11.700,4.989,3.919,19.852,2.431,1.858,3.786,3.399
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,55,1.140000,52.939,604.926,1775.289,2320.734,248.171,262.387,350.309,36.855,37.664,34.886,29.316,-15.612,33.264,29.441,29.202,-0.809,2.778,3.592,7.415,7.653,44.927,36.788,37.394,33.772,24.077,29.409,30.507,-0.606,3.622,12.711,7.379,6.281,16.851,14.461,9.959,6.100,5.067
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,56,1.150000,51.502,646.016,1742.755,2335.395,248.593,219.931,346.173,33.950,24.602,25.682,17.045,-16.389,26.429,23.152,22.184,9.348,-1.080,7.521,10.799,11.766,33.435,33.893,24.370,24.729,16.498,20.160,23.158,9.523,-0.359,17.395,13.733,10.735,16.201,10.305,5.512,4.817,4.033
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,57,1.160000,51.994,653.946,1688.204,2304.561,168.091,224.279,291.121,35.617,37.017,36.069,28.198,-8.007,34.491,30.061,28.196,-1.399,0.947,1.127,5.556,7.421,36.205,35.556,36.770,35.053,21.080,26.803,28.220,-1.214,1.717,14.476,8.753,7.336,16.497,10.921,7.059,5.242,4.527
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,58,1.170000,53.191,652.830,1631.650,2329.496,199.069,303.498,418.475,26.826,26.692,20.230,11.818,-19.079,28.655,21.135,17.830,0.134,6.463,-1.829,5.690,8.996,30.897,26.762,26.436,19.173,16.600,20.108,22.653,0.326,7.263,10.162,6.654,4.110,15.984,8.840,4.533,3.482,3.289
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,59,1.180000,55.068,662.251,1533.339,2291.836,182.555,310.590,359.575,36.436,36.372,31.700,27.510,-8.351,33.558,27.416,23.467,0.064,4.672,2.878,9.020,12.969,35.861,36.367,36.096,30.559,20.399,25.620,28.110,0.271,5.537,15.969,10.747,8.257,13.520,8.684,8.571,7.029,6.762
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,60,1.190000,57.058,646.706,1472.505,2313.130,259.470,404.216,511.964,35.046,32.606,17.870,15.218,-15.677,29.331,23.578,14.523,2.440,14.737,5.715,11.468,20.523,30.895,34.973,32.311,16.653,19.274,23.930,24.041,2.661,15.658,15.699,11.043,10.932,18.457,11.817,6.159,5.262,5.163
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,61,1.200000,58.252,680.104,1457.065,2339.103,152.913,291.108,407.581,35.568,33.039,30.198,20.095,-11.098,33.919,26.325,20.055,2.528,2.842,1.649,9.243,15.512,31.193,35.492,32.733,28.929,18.706,22.821,27.525,2.759,3.804,16.786,12.671,7.967,13.282,11.841,5.394,5.048,4.910
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,62,1.210000,59.179,648.246,1399.308,2354.052,269.229,271.941,385.087,35.482,35.447,27.367,19.224,-11.404,29.819,26.198,19.138,0.035,8.080,5.663,9.284,16.344,30.628,35.403,35.126,26.040,19.751,22.513,28.102,0.277,9.085,15.652,12.889,7.301,13.628,12.245,6.003,5.755,5.613
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,63,1.220000,57.996,698.521,1401.908,2414.278,216.585,283.646,461.864,29.417,28.502,25.235,12.082,-15.358,30.190,22.782,14.324,0.915,3.267,-0.773,6.635,15.093,27.440,29.346,28.215,24.054,17.354,17.912,24.352,1.130,4.162,11.991,11.434,4.994,18.838,10.485,3.971,3.536,3.134
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,64,1.230000,57.054,673.615,1332.683,2409.923,259.446,340.371,498.286,36.363,36.788,30.256,18.246,-7.969,33.002,25.679,17.370,-0.425,6.532,3.361,10.683,18.992,26.215,36.291,36.498,29.066,21.944,22.457,29.846,-0.207,7.433,14.347,13.834,6.445,17.195,13.464,8.479,7.549,6.737
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,65,1.240000,56.908,725.396,1399.777,2515.671,299.119,335.321,609.229,32.021,29.420,12.620,16.161,-5.234,30.194,22.202,13.153,2.601,16.801,1.827,9.819,18.868,21.395,31.959,29.172,11.604,19.512,17.810,26.011,2.787,17.568,12.447,14.149,5.948,7.551,14.554,8.936,8.335,7.759
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,66,1.250000,55.623,671.376,1331.065,2406.516,211.666,457.515,393.889,35.015,35.113,29.186,16.798,-5.719,32.856,22.342,13.358,-0.098,5.927,2.159,12.674,21.657,22.517,34.945,34.831,28.022,20.289,21.694,23.944,0.114,6.809,14.657,13.251,11.002,15.898,11.328,7.830,7.724,7.132
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,67,1.260000,52.292,623.756,1321.752,2348.929,262.773,540.102,493.154,30.079,29.414,19.808,5.412,-18.469,25.054,14.064,8.733,0.665,9.606,5.025,16.015,21.346,23.881,30.013,29.148,18.714,15.274,16.237,21.889,0.865,10.434,14.739,13.775,8.124,14.111,12.792,5.808,5.612,5.256
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,68,1.270000,50.184,582.189,1150.958,2277.121,342.918,667.152,307.688,34.434,34.505,32.128,13.142,-18.502,27.483,15.825,13.114,-0.070,2.377,6.952,18.609,21.320,31.645,34.371,34.250,31.092,20.354,19.151,25.354,0.121,3.158,14.017,15.220,9.017,13.127,11.863,8.796,8.514,7.961
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,69,1.280000,49.388,888.148,1765.927,2756.831,486.451,743.168,468.022,26.968,27.449,13.943,7.770,-22.578,15.166,3.972,6.345,-0.480,13.505,11.802,22.997,20.623,30.348,26.940,27.336,13.491,7.102,4.552,9.801,-0.396,13.846,19.839,22.388,17.140,14.683,9.198,5.881,5.814,5.654
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,70,1.290000,50.228,185.881,1532.222,2466.108,496.078,717.398,140.242,34.311,35.106,33.829,9.812,-22.728,35.132,4.699,13.798,-0.796,1.277,-0.821,29.611,20.512,32.540,34.369,35.366,35.192,36.257,25.040,27.058,-0.997,0.174,-1.889,9.329,7.311,13.858,6.667,5.645,5.562,5.457
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,71,1.300000,52.125,213.726,1630.235,2434.845,289.996,723.201,166.919,31.356,28.978,26.631,4.013,-19.885,26.631,-3.364,3.441,2.378,2.347,4.726,34.720,27.916,23.898,31.223,28.517,26.243,26.326,20.539,19.265,2.706,2.274,4.897,10.683,11.958,13.437,9.797,9.171,9.025,8.824
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,72,1.310000,55.509,347.653,1646.599,2472.357,859.238,1004.941,183.000,36.214,35.087,32.559,8.995,-17.870,26.040,0.387,12.176,1.127,2.527,10.174,35.827,24.038,26.864,36.224,35.133,32.816,26.927,14.028,16.196,1.091,2.318,9.297,22.196,20.028,13.369,6.652,6.636,6.496,6.423
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,73,1.320000,59.435,1529.515,2287.952,3036.202,1384.221,617.523,1970.335,36.856,32.911,27.867,10.099,-28.579,8.720,9.864,2.622,3.945,5.044,28.136,26.993,34.235,38.678,36.843,32.857,27.650,1.307,0.146,1.703,3.986,5.206,35.536,36.697,35.140,17.381,10.412,10.300,10.259,10.198
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,74,1.330000,62.096,641.231,1831.606,2760.278,583.587,475.875,285.917,36.120,33.891,28.758,8.643,-25.632,13.037,2.785,9.877,2.230,5.133,23.084,33.336,26.244,34.276,36.066,33.673,27.896,9.639,5.963,13.086,2.393,5.777,26.427,30.102,22.980,17.065,7.793,7.641,7.512,7.440
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,75,1.340000,64.545,241.736,1514.117,2415.687,308.088,516.837,176.766,38.625,37.736,31.344,7.767,-23.405,32.850,7.353,9.178,0.889,6.392,5.775,31.272,29.447,31.171,38.431,37.068,30.975,32.198,26.066,25.312,1.363,6.094,6.233,12.365,13.118,10.371,14.555,14.334,14.039,13.934
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,76,1.350000,65.087,147.542,1607.367,2414.460,420.078,730.177,235.587,38.658,36.386,28.844,6.497,-21.679,36.386,0.839,8.324,2.272,7.542,2.272,37.819,30.334,28.177,38.848,37.270,33.035,37.568,24.966,27.442,1.578,4.235,1.280,13.881,11.405,15.545,14.669,14.213,13.908,13.792
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,77,1.360000,65.810,180.222,1639.375,2367.449,329.239,856.089,282.317,39.083,35.034,28.135,10.267,-18.287,38.133,-1.342,9.149,4.049,6.898,0.949,40.425,29.933,28.554,39.036,35.121,31.245,38.827,24.977,29.659,3.915,3.876,0.209,14.059,9.377,15.118,15.322,15.105,14.860,14.692
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,78,1.370000,68.331,192.086,1697.904,2336.196,149.708,1067.550,258.687,40.121,36.038,22.695,5.443,-24.967,33.883,-9.516,5.430,4.083,13.343,6.238,49.636,34.690,30.409,39.405,33.363,24.274,30.560,21.623,27.112,6.041,9.090,8.844,17.782,12.292,14.187,10.334,10.230,10.117,10.080
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,79,1.380000,70.491,169.015,1570.457,2306.968,78.535,1103.248,247.206,40.545,36.097,18.194,0.595,-10.966,35.879,-8.929,0.135,4.449,17.902,4.667,49.474,40.411,11.560,39.171,30.035,23.077,28.747,24.740,26.070,9.136,6.959,10.424,14.431,13.101,11.927,7.821,7.775,7.758,7.752
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,80,1.390000,71.459,168.969,1528.712,2563.521,88.165,566.555,333.716,40.937,36.392,16.846,-5.892,-19.730,36.392,-1.272,-2.351,4.545,19.546,4.545,42.209,43.288,13.838,39.586,30.786,21.994,30.140,26.912,29.473,8.800,8.792,9.446,12.674,10.113,12.817,15.314,15.259,15.225,15.202
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,81,1.400000,72.454,167.196,1529.826,2518.444,128.665,360.454,155.463,40.465,37.286,23.497,1.070,-16.011,33.954,4.824,4.387,3.179,13.789,6.512,35.641,36.078,17.082,39.389,33.806,29.157,30.531,28.804,28.573,5.583,4.649,8.858,10.585,10.816,12.568,13.802,20.156,20.131,13.708
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,82,1.410000,73.495,127.021,1615.799,2550.631,113.283,335.862,191.309,39.150,34.278,16.061,-3.191,-13.381,34.278,-6.440,0.808,4.872,18.217,4.872,45.590,38.343,10.190,37.612,32.982,27.518,31.864,21.805,30.091,4.630,5.464,5.748,15.807,7.521,13.434,9.173,-43.567,-43.574,15.473
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,83,1.420000,74.897,1185.543,2285.944,3326.360,274.922,269.588,362.716,40.097,14.704,16.921,-4.941,-25.437,-3.000,-5.080,-6.647,25.393,-2.217,43.096,45.177,46.744,20.496,40.053,14.527,16.202,-18.798,-16.237,-12.210,25.526,-1.675,58.851,56.290,52.263,14.922,14.597,-215.371,-215.370,-43.871
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,84,1.430000,76.684,112.692,1491.163,2553.493,122.541,444.378,239.276,37.506,25.972,6.829,-11.002,-10.099,37.506,-11.384,-9.228,11.534,19.143,0,48.891,46.734,-0.903,36.170,27.610,20.848,36.245,20.012,25.614,8.561,6.762,-0.074,16.158,10.556,13.885,-45.558,-200.000,-200.000,-215.309
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,85,1.440000,77.386,1562.940,2453.418,3688.793,455.783,339.024,358.936,33.682,13.644,-7.707,-10.860,-5.777,-10.897,-10.303,-12.132,20.038,21.351,44.579,43.985,45.815,-5.083,33.652,13.524,-8.192,-26.726,-25.513,-22.199,20.128,21.716,60.379,59.165,55.851,9.603,-215.153,-200.000,-200.000,-200.000
weatherman_02_LSHLL_007,weatherman,02,LSHLL,007,weatherman,0.590000,1.450000,86,1.450000,0,1669.322,2539.310,3932.321,680.397,363.247,505.853,0,0,0,-11.307,-11.284,0,0,0,0,0,0,0,0,-0.023,0,0,0,0,0,0,0,0,0,0,0,10.414,-200.000,-200.000,-200.000,-200.000
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,1,0.570000,78.386,261.077,1077.963,2206.400,192.127,831.706,82.321,38.736,41.327,24.712,11.679,-23.153,36.716,12.053,9.941,-2.591,16.615,2.021,26.683,28.795,34.832,38.176,39.107,22.533,32.749,31.581,25.068,-0.931,16.574,5.428,6.596,13.108,16.615,20.058,19.339,18.816,18.796
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,2,0.580000,77.810,315.799,694.580,2214.984,248.835,805.228,59.112,37.349,40.591,26.573,8.078,-20.083,30.663,11.175,7.124,-3.243,14.018,6.686,26.173,30.225,28.161,36.973,39.100,22.750,26.879,21.124,23.514,-2.128,16.350,10.094,15.849,13.458,13.394,18.303,17.446,17.217,17.208
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,3,0.590000,77.615,334.365,547.248,2202.345,297.458,468.614,52.862,36.360,39.627,28.629,3.959,-22.450,34.732,20.301,3.942,-3.268,10.998,1.628,16.059,32.418,26.409,35.996,38.200,24.485,30.554,22.399,23.197,-2.204,13.714,5.442,13.597,12.799,14.460,14.019,13.400,13.351,13.351
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,4,0.600000,77.570,305.443,738.204,2195.318,119.842,150.964,105.732,36.860,39.250,33.209,-0.025,-21.220,35.992,24.380,-0.332,-2.391,6.042,0.867,12.480,37.192,21.195,36.253,36.659,23.247,25.990,23.860,23.256,-0.406,13.412,10.263,12.393,12.997,11.450,12.988,12.307,12.274,12.272
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,5,0.610000,78.177,308.290,897.381,2162.068,147.504,200.554,222.710,37.691,39.467,35.110,4.676,-23.762,36.596,23.169,4.560,-1.776,4.357,1.095,14.522,33.131,28.438,37.145,37.165,27.263,28.705,26.949,29.942,-0.019,9.901,8.440,10.196,7.203,11.715,13.161,11.976,11.973,11.969
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,6,0.620000,78.907,305.737,1200.258,2055.150,124.136,205.183,227.749,36.834,39.914,37.878,11.909,-21.836,37.878,17.519,11.844,-3.080,2.036,-1.044,19.314,24.989,33.745,36.271,37.499,29.359,29.152,24.649,29.555,-1.228,8.140,7.119,11.622,6.716,11.912,11.345,10.617,10.362,10.337
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,7,0.630000,78.599,313.431,1505.174,2040.380,114.207,305.897,151.101,37.984,39.604,40.520,22.255,-22.182,40.520,19.830,21.278,-1.620,-0.917,-2.537,18.154,16.706,44.437,37.452,37.314,31.121,31.109,32.003,28.012,0.138,6.193,6.343,5.449,9.440,12.971,13.886,12.859,11.560,11.509
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,8,0.640000,78.290,316.039,1797.810,2062.537,68.358,220.506,142.974,36.664,39.478,41.432,30.460,-19.359,41.432,29.242,30.354,-2.814,-1.954,-4.768,7.422,6.310,49.819,36.116,37.077,27.749,27.753,40.083,28.646,-0.961,9.328,8.364,-3.966,7.470,10.661,14.781,13.919,11.346,11.243
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,9,0.650000,78.322,307.646,1930.847,2258.992,75.052,106.448,257.521,38.326,39.878,40.657,31.580,-16.208,40.657,31.202,30.184,-1.552,-0.778,-2.331,7.124,8.142,47.788,37.756,37.369,28.213,28.046,36.735,35.324,0.386,9.156,9.709,1.021,2.432,11.603,16.852,16.406,11.541,11.124
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,10,0.660000,78.493,299.615,1939.564,2592.326,63.634,66.094,252.259,38.008,39.762,40.806,26.230,-12.403,40.806,26.230,20.878,-1.754,-1.044,-2.798,11.778,17.130,38.633,37.397,37.046,28.021,27.033,28.161,33.480,0.351,9.026,10.364,9.236,3.917,12.305,18.873,18.812,12.454,12.030
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,11,0.670000,79.170,300.309,1913.285,2617.899,55.773,80.696,131.995,37.070,39.775,41.591,26.942,-14.729,41.591,26.449,24.654,-2.705,-1.815,-4.520,10.621,12.416,41.671,36.445,36.987,28.158,26.666,29.993,32.567,-0.541,8.829,9.780,6.453,3.878,12.757,16.210,16.202,13.030,12.425
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,12,0.680000,79.798,312.222,1880.566,2561.773,46.266,69.907,158.213,37.741,40.103,42.999,23.003,-19.126,42.999,27.665,26.540,-2.363,-2.896,-5.259,10.075,11.200,42.129,37.147,37.466,26.571,26.109,29.167,35.110,-0.319,10.895,11.038,7.980,2.037,23.985,13.452,13.395,11.159,9.603
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,13,0.690000,80.333,323.460,1814.004,2327.339,41.833,71.169,268.996,38.608,40.036,44.192,29.800,-21.259,44.192,29.781,25.143,-1.428,-4.156,-5.584,8.826,13.465,51.058,38.044,37.544,26.110,26.090,30.541,34.805,0.500,11.434,11.954,7.503,3.239,11.198,12.959,12.852,10.078,9.041
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,14,0.700000,80.441,317.857,1647.503,2020.269,47.245,222.029,351.737,39.185,39.575,42.118,22.435,-21.717,42.118,24.611,15.323,-0.390,-2.543,-2.933,14.574,23.862,44.152,38.598,36.977,25.333,25.171,34.762,24.922,1.622,11.644,13.427,3.836,13.676,13.196,12.090,12.001,9.251,8.896
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,15,0.710000,80.060,309.120,1392.199,2025.198,105.762,349.203,485.270,37.212,37.564,36.363,6.234,-21.561,36.363,12.745,6.233,-0.353,1.202,0.849,24.467,30.978,27.795,36.634,35.054,26.697,26.389,25.644,25.665,1.580,8.357,10.246,10.990,10.969,11.051,9.220,9.104,8.507,8.475
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,16,0.720000,79.132,261.854,1265.475,2041.432,189.723,378.344,528.444,35.536,37.100,28.646,0.480,-23.739,28.646,8.301,0.384,-1.564,8.455,6.890,27.235,35.152,24.219,34.960,34.808,26.454,24.546,23.257,25.742,0.152,8.353,10.414,11.703,9.218,11.797,8.663,8.476,8.315,8.314
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,17,0.730000,77.827,258.995,1208.431,2148.848,249.136,349.519,597.414,34.669,36.461,26.481,-0.276,-18.303,27.574,10.582,-6.383,-1.792,9.980,7.094,24.087,41.052,18.026,34.242,34.891,25.501,25.277,23.968,22.301,-0.649,9.390,8.965,10.274,11.941,12.713,10.667,10.423,10.420,10.413
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,18,0.740000,78.011,254.275,1428.561,1571.308,189.249,2272.561,726.352,34.963,35.515,24.269,-6.011,-19.467,26.209,-1.101,-1.101,-0.552,11.246,8.754,36.065,36.065,13.456,34.412,33.341,22.932,22.614,27.472,22.129,1.071,10.409,11.798,6.940,12.283,11.900,17.633,16.876,16.810,16.792
weaverville_02_HLL_003,weaverville,02,HLL,003,weaverville,0.560000,1.240000,19,0.750000,78.785,268.234,1648.301,2693.206,207.903,443.680,954.039,34.600,34.475,24.419,-11.742,-17.368,24.419,-3.224,-14.529,0.125,10.056,10.181,37.824,49.129,5.626,34.097,32.501,22.331,20.913,14.754,16.986,1.596,10.170,13.184,19.343,17.111,12.066,17.300,16.598,16.537,16.531
